om_nombreVia;om_longitudVia;om_tipoVia;om_tieneCodigoVia;om_puntoFinalVia_long;om_puntoFinalVia_lat;om_puntoInicioVia_lat;om_puntoInicioVia_long;om_puntoMedioVia_lat;om_puntoMedioVia_long;om_situadaEnBarrio_label
Rio Aravalle;325.81;Calle;3898;-6.366542;39.497483;39.494883;-6.368542;39.496168;-6.367529;Gredos
Rio Jerte;315.76;Calle;3899;-6.365842;39.497083;39.494583;-6.367842;39.495926;-6.366794;Gredos
Rio Tormes;325.81;Calle;3897;-6.367242;39.497783;39.495183;-6.369242;39.496508;-6.368237;Gredos
Los Narros;284.61;Avda;3903;-6.366742;39.497283;39.495983;-6.369642;39.49665;-6.368127;Gredos
Del Arenal;284.94;Calle;3902;-6.366942;39.497183;39.495683;-6.369642;39.496366;-6.368336;Gredos
Peñalara;277.15;Calle;3901;-6.367342;39.496483;39.495183;-6.370142;39.495826;-6.368763;Gredos
Rio Alberche;325.8;Calle;3896;-6.367942;39.498183;39.495483;-6.369942;39.49683;-6.368946;Gredos
Rio Jaranda;314.07;Calle;3895;-6.368642;39.498383;39.495883;-6.370642;39.497142;-6.369597;Gredos
Los Serranillos;284.41;Calle;3905;-6.365842;39.498483;39.496983;-6.368742;39.497755;-6.367225;Gredos
De Los Cuatro Lugares;1116.11;Avda;3873;-6.352342;39.497883;39.492783;-6.360442;39.495702;-6.353768;Cáceres el Viejo
8 De Septiembre;148.99;Plaza;3423;-6.370842;39.478683;39.477783;-6.372242;39.478253;-6.371669;San Justo
De Las Canterias;129.74;Plaza;1078;-6.369342;39.478183;39.477583;-6.370542;39.477813;-6.370128;San Blas
De Noruega;137.61;Plaza;3613;-6.379642;39.465783;39.465283;-6.380342;39.465496;-6.380018;Los Fratres
De San Francisco;261.17;Plaza;1619;-6.369742;39.470483;39.469783;-6.370642;39.470082;-6.370082;Hernández Pacheco
Comarca De Las Villuercas;295.8;Calle;3380;-6.401742;39.480083;39.479183;-6.405142;39.479666;-6.403259;La Sierrilla
Comarca Valle Del Jerte;351.92;Calle;3301;-6.403142;39.482783;39.479583;-6.404442;39.481191;-6.403807;La Sierrilla
Comarca Valle De La Vera;877.54;Calle;3297;-6.402542;39.482983;39.479283;-6.405942;39.482882;-6.404884;La Sierrilla
Comarca Del Ambroz;816.32;Calle;3381;-6.396842;39.479083;39.476583;-6.401442;39.478263;-6.39693;La Sierrilla
Comarca De Las Hurdes;152.88;Calle;3386;-6.398942;39.480083;39.478683;-6.399242;39.479358;-6.399144;La Sierrilla
Rio Tietar;269.07;Calle;3384;-6.404542;39.477683;39.475983;-6.407042;39.47658;-6.405478;La Sierrilla
Rio Tamuja;226.55;Calle;3383;-6.404142;39.477783;39.476483;-6.406342;39.476984;-6.405021;La Sierrilla
Geminis;174.75;Calle;3388;-6.394542;39.476883;39.476483;-6.396642;39.476773;-6.39559;R-66-A (El Arco)
Virgo;177.82;Calle;3304;-6.395542;39.476183;39.474683;-6.396442;39.475467;-6.395988;R-66-A (El Arco)
Escorpio;327.9;Calle;3424;-6.394142;39.477183;39.474483;-6.395842;39.475966;-6.394923;R-66-A (El Arco)
Gil Cordero;351.18;Calle;222;-6.379442;39.469483;39.468283;-6.383342;39.468723;-6.381292;Argentina
Sagitario;354.71;Calle;3393;-6.393542;39.476983;39.473983;-6.395342;39.475504;-6.394429;R-66-A (El Arco)
Capricornio;442.64;Calle;3394;-6.392542;39.477383;39.473683;-6.394742;39.475522;-6.393614;R-66-A (El Arco)
Piscis;444.48;Calle;3395;-6.391842;39.477183;39.473383;-6.394142;39.475399;-6.392933;R-66-A (El Arco)
Islas Filipinas;379.68;Calle;3591;-6.390542;39.476583;39.472683;-6.392842;39.474721;-6.391622;R-66-B (Parque del Príncipe)
Osa Mayor;510.13;Calle;3396;-6.390542;39.477283;39.473483;-6.393242;39.47507;-6.392352;R-66-A (El Arco)
Islas Cies;437.4;Calle;3729;-6.386342;39.476583;39.474083;-6.389842;39.475723;-6.387318;R-66-B (Parque del Príncipe)
Isla De La Gomera;194.72;Calle;3587;-6.385342;39.475883;39.475183;-6.387342;39.475794;-6.386071;R-66-B (Parque del Príncipe)
Islas Baleares;417.32;Calle;3756;-6.385642;39.475583;39.473883;-6.390042;39.474642;-6.38773;R-66-B (Parque del Príncipe)
Islas Canarias;846.34;Calle;3666;-6.382042;39.476183;39.471183;-6.388642;39.473923;-6.386595;Parque del Príncipe
Isla De Corcega;330.79;Calle;3592;-6.389642;39.477683;39.473483;-6.391342;39.475435;-6.390153;R-66-B (Parque del Príncipe)
Isla De Sicilia;294.99;Calle;3593;-6.388642;39.476483;39.473983;-6.390142;39.47522;-6.389406;R-66-B (Parque del Príncipe)
Isla De La Palma;402.82;Calle;3586;-6.387242;39.475783;39.472983;-6.390042;39.474542;-6.388083;R-66-B (Parque del Príncipe)
Isla De Tenerife;324.64;Calle;3583;-6.387742;39.474983;39.472483;-6.389642;39.473739;-6.388438;R-66-B (Parque del Príncipe)
Isla De Hierro;263.6;Calle;3588;-6.389442;39.473983;39.472983;-6.392142;39.473404;-6.390752;R-66-B (Parque del Príncipe)
Islas Azores;411.23;Calle;3589;-6.388942;39.473583;39.472583;-6.392442;39.473014;-6.390662;R-66-B (Parque del Príncipe)
Isla De Rodas;73.46;Calle;3755;-6.390642;39.473083;39.472383;-6.391042;39.472703;-6.390837;R-66-B (Parque del Príncipe)
Eugenio Frutos;101.28;Calle;3147;-6.399442;39.472483;39.472383;-6.400742;39.472416;-6.400158;Los Castellanos
Jesus Delgado Valhondo;426.19;Avda;3145;-6.399142;39.474483;39.470483;-6.399542;39.47259;-6.399478;Los Castellanos
Cesar Vallejo;279.66;Calle;3125;-6.396742;39.473383;39.471183;-6.398142;39.472435;-6.396961;Los Castellanos
Alfonso Albala;255.41;Calle;3148;-6.398142;39.472483;39.470783;-6.399542;39.471987;-6.398268;Los Castellanos
Jose Maria Valverde;192.18;Calle;3136;-6.398642;39.472483;39.470583;-6.398942;39.471575;-6.398806;Los Castellanos
Octavio Paz;441.73;Calle;3377;-6.395642;39.471583;39.470083;-6.400542;39.470881;-6.397984;Oeste
Mario Vargas Llosa;189.01;Calle;3453;-6.396042;39.471283;39.469583;-6.396842;39.470488;-6.396499;Los Castellanos
Carlos Callejo;285.82;Calle;3459;-6.395942;39.471083;39.468683;-6.397542;39.469738;-6.396817;Los Castellanos
Alejo Carpentier;195.86;Calle;3455;-6.397342;39.470883;39.469083;-6.398242;39.47003;-6.397794;Los Castellanos
Miguel Serrano;290.56;Calle;3609;-6.396542;39.469483;39.468383;-6.399742;39.468938;-6.398079;Los Castellanos
Monfragüe;326.36;Calle;3598;-6.391942;39.472783;39.469883;-6.393042;39.471103;-6.392582;El Vivero
Gredos;268.79;Calle;3604;-6.391042;39.471683;39.470683;-6.394042;39.471103;-6.392582;El Vivero
Picos De Europa;211.88;Calle;3600;-6.390842;39.471583;39.470283;-6.392242;39.470777;-6.390909;El Vivero
Ordesa;157.49;Calle;3601;-6.389342;39.471883;39.470983;-6.391142;39.471138;-6.389361;El Vivero
Oporto;162.56;Calle;3442;-6.389642;39.470383;39.468983;-6.390542;39.469669;-6.390102;Cabezarrubia
Amberes;516.14;Calle;3445;-6.384542;39.470683;39.468483;-6.389942;39.469433;-6.387228;Cabezarrubia
Paris;453.63;Avda;3497;-6.385242;39.469683;39.467983;-6.390142;39.468947;-6.38806;Cabezarrubia
Londres;598.21;Calle;3446;-6.385942;39.469983;39.467383;-6.392042;39.468489;-6.388949;Cabezarrubia
Pisa;294.36;Calle;3450;-6.386942;39.470783;39.468283;-6.388542;39.469392;-6.387822;Cabezarrubia
Juan Garcia Garcia;308.56;Calle;3646;-6.392842;39.451883;39.449783;-6.395342;39.450831;-6.394094;La Paloma
German Sellers De Paz;190.31;Calle;3647;-6.393442;39.452083;39.450783;-6.394942;39.451326;-6.394076;La Paloma
Rio Rodano;765.62;Calle;3364;-6.391042;39.456283;39.449783;-6.392942;39.453298;-6.391248;La Paloma
Rio Tamesis;134.17;Calle;1610;-6.390342;39.452783;39.451583;-6.390942;39.452212;-6.390626;La Abundancia
Rio Volga;243.83;Calle;413;-6.389542;39.453183;39.451083;-6.390342;39.452061;-6.389923;La Abundancia
Rio Danubio;218.16;Calle;1391;-6.389842;39.453183;39.451183;-6.390742;39.45224;-6.390242;La Abundancia
Rio Sena;131.37;Calle;3365;-6.390742;39.453483;39.452483;-6.391242;39.453082;-6.390861;La Abundancia
Oceano Artico;495.69;Calle;3212;-6.368542;39.454183;39.449783;-6.369942;39.452307;-6.369276;Charca Musia
Mar Baltico;286.04;Calle;3203;-6.367042;39.451183;39.448983;-6.369042;39.450084;-6.367756;Charca Musia
Mar Caspio;275.57;Calle;3218;-6.367442;39.451383;39.449283;-6.369342;39.450419;-6.36822;Charca Musia
Mar Mediterraneo;436.97;Calle;3421;-6.365542;39.452683;39.449783;-6.369142;39.451374;-6.367452;Charca Musia
Oceano Indico;77.26;Calle;3401;-6.366642;39.451783;39.451283;-6.367542;39.451573;-6.367096;Charca Musia
Oceano Pacifico;235.58;Calle;3216;-6.365542;39.452183;39.450383;-6.367042;39.451232;-6.366342;Charca Musia
Mar De Marmara;70.92;Calle;3727;-6.365842;39.451883;39.451483;-6.366742;39.451759;-6.366147;Charca Musia
Oceano Atlantico;485.9;Calle;3213;-6.365442;39.454183;39.449783;-6.366542;39.452024;-6.365893;Charca Musia
Mar Cantabrico;104.66;Calle;3404;-6.366242;39.453683;39.453383;-6.367542;39.453498;-6.366942;Charca Musia
Oceano Antartico;159.4;Calle;3402;-6.366742;39.454583;39.454083;-6.368642;39.454342;-6.36763;Charca Musia
San Petersburgo;720.73;Calle;3640;-6.381342;39.458683;39.452283;-6.383142;39.455391;-6.382175;San Antonio (Nuevo Cáceres)
Brasilia;341.63;Calle;3633;-6.377842;39.454583;39.453783;-6.381842;39.454159;-6.379862;San Antonio (Nuevo Cáceres)
Cordoba;341.53;Calle;3632;-6.378042;39.455183;39.454483;-6.382042;39.454857;-6.380045;San Antonio (Nuevo Cáceres)
Estambul;315.76;Calle;3642;-6.382142;39.455183;39.452683;-6.383142;39.454276;-6.383054;San Antonio (Nuevo Cáceres)
Rio Ural;213.95;Calle;3369;-6.390242;39.452483;39.451083;-6.391342;39.451699;-6.391029;La Abundancia
Pierre De Coubertin;883.62;Avda;3625;-6.377442;39.460983;39.453083;-6.379542;39.456487;-6.378415;San Antonio (Nuevo Cáceres)
Oaxaca;703.54;Calle;3636;-6.378442;39.459183;39.452883;-6.380242;39.455849;-6.379311;San Antonio (Nuevo Cáceres)
Marrakech;385.31;Calle;3628;-6.379142;39.459283;39.458483;-6.383542;39.458913;-6.381346;San Antonio (Nuevo Cáceres)
Avila;341.99;Calle;3629;-6.378942;39.458583;39.457883;-6.382942;39.45821;-6.380942;San Antonio (Nuevo Cáceres)
Berna;715.31;Calle;3639;-6.380342;39.458883;39.452483;-6.382142;39.455532;-6.381229;San Antonio (Nuevo Cáceres)
Ocho De Marzo;329.57;Calle;3758;-6.356042;39.492483;39.491783;-6.359742;39.492453;-6.357484;Mejostilla
Juan Rodriguez De Molina;454.66;Calle;3299;-6.358342;39.494183;39.490283;-6.359842;39.492323;-6.359675;Mejostilla
Jose Bermudo Mateos;216.63;Calle;3764;-6.363142;39.494883;39.493283;-6.364642;39.494183;-6.363814;Mejostilla
Manuel Castillo Quijada;404.74;Calle;3320;-6.360642;39.494283;39.492183;-6.363842;39.49316;-6.360818;Mejostilla
Simon Benito Boxoyo;661.01;Calle;3317;-6.359142;39.493683;39.489583;-6.364342;39.492477;-6.361704;Mejostilla
Cayetano Polo ;315.43;Calle;3662;-6.363842;39.492583;39.490183;-6.365942;39.491386;-6.364838;Mejostilla
Santiago Caldera;118.69;Calle;3664;-6.364242;39.490583;39.489983;-6.365542;39.490281;-6.364949;Mejostilla
Heroes De Baler;1676.95;Avda;239;-6.354842;39.492883;39.481283;-6.367642;39.487029;-6.36141;San Jorge
Pedro De Ibarra;478.99;Calle;3734;-6.363142;39.487783;39.484383;-6.366842;39.486232;-6.364812;Mejostilla
Julian Perate Barroeta;293.05;Calle;3736;-6.362142;39.487183;39.485083;-6.364442;39.486275;-6.363101;Mejostilla
Arsenio Gallego Hernandez;873.55;Calle;3740;-6.363242;39.488083;39.485283;-6.372342;39.487697;-6.367012;San Jorge
Pedro Romero Mendoza;326.93;Calle;3733;-6.364742;39.487083;39.484783;-6.367342;39.48591;-6.366091;Mejostilla
El Greco;133.74;Calle;1854;-6.363342;39.484183;39.483383;-6.364642;39.483809;-6.364031;Seminario
Benlliure;69.39;Calle;79;-6.363542;39.483583;39.482983;-6.364142;39.483283;-6.363842;Seminario
Julio Romero De Torres;110.89;Calle;420;-6.364042;39.483783;39.482983;-6.365142;39.483335;-6.364561;Seminario
Berlin;192.55;Calle;3449;-6.385342;39.470083;39.469283;-6.387442;39.469711;-6.386381;Cabezarrubia
Roma;294.02;Calle;3452;-6.384942;39.470083;39.467583;-6.386442;39.468875;-6.385668;Cabezarrubia
Comarca Del Campo Arañuelo;179.17;Calle;3291;-6.404642;39.482383;39.481083;-6.405442;39.4817;-6.4048;La Sierrilla
Sierra De San Pedro;166.28;Calle;3766;-6.387442;39.445083;39.444283;-6.389242;39.444693;-6.388362;La Cañada
Cornalvo;69.46;Calle;3597;-6.386842;39.445583;39.444883;-6.387242;39.445213;-6.38703;La Cañada
Cartagena;74.61;Calle;3363;-6.390842;39.445783;39.445583;-6.391742;39.44565;-6.391266;Sierra de San Pedro
Montehermoso;92.6;Calle;3330;-6.385942;39.446483;39.446183;-6.387142;39.44631;-6.386559;Barriada Minera
Sancho De Figueroa;399.71;Calle;3331;-6.386042;39.449183;39.446483;-6.389442;39.447898;-6.387848;Barriada Minera
Navalmoral De La Mata;390.31;Calle;339;-6.386542;39.448883;39.446283;-6.389742;39.447636;-6.388229;Barriada Minera
Malpartida De Caceres;470.54;Calle;298;-6.385942;39.449983;39.446383;-6.388542;39.448298;-6.386833;Industrial Aldea Moret
Casas Del Monte;309.19;Calle;3846;-6.387342;39.449083;39.446983;-6.390042;39.448044;-6.388748;Barriada Minera
Montanchez;355.9;Calle;324;-6.387042;39.448483;39.446183;-6.390042;39.447263;-6.388487;Barriada Minera
Hervas;279.33;Calle;240;-6.387542;39.447883;39.446283;-6.390042;39.44721;-6.388919;Barriada Minera
Logrosan;320.63;Calle;282;-6.386342;39.449483;39.447283;-6.389042;39.448297;-6.3876;Barriada Minera
Villamiel;308.66;Calle;3847;-6.387042;39.448783;39.446783;-6.389742;39.447738;-6.388353;Barriada Minera
Manuel Garcia Tome;47.96;Plaza;3576;-6.533342;39.468083;39.467583;-6.534042;39.467905;-6.533737;Estación Arroyo-Malpartida
San Isidro;201.85;Calle;3726;-6.347442;39.377083;39.375983;-6.349442;39.376437;-6.348332;Valdesalor
Hermanos Pinzon;181.08;Calle;1126;-6.347042;39.379483;39.377783;-6.347642;39.378684;-6.347341;Valdesalor
Cristobal Colon;436.26;Calle;2850;-6.346342;39.378083;39.377083;-6.351142;39.377629;-6.348484;Valdesalor
Yuste;67.95;Calle;545;-6.377042;39.476483;39.475983;-6.377742;39.476248;-6.377429;Casas Baratas
Pintor Murillo;56.88;Calle;383;-6.377242;39.476183;39.475783;-6.377942;39.475972;-6.377579;Casas Baratas
Pintor Velazquez;56.54;Calle;384;-6.377142;39.476283;39.475883;-6.377742;39.476114;-6.377492;Casas Baratas
De San Mateo;77.98;Plaza;3107;-6.370942;39.473083;39.472783;-6.371342;39.472953;-6.371137;Ciudad Monumental
De Aldana;170.4;Custa;773;-6.370442;39.474483;39.473283;-6.371742;39.473898;-6.371101;Ciudad Monumental
Domingo Sanchez Loro;196.59;Calle;3738;-6.365942;39.486383;39.485083;-6.367742;39.485691;-6.366762;Mejostilla
Miguel Angel Orti Belmonte;480.68;Calle;3732;-6.364142;39.488483;39.485083;-6.367842;39.487068;-6.365908;Mejostilla
Juan Pablo Forner;118.08;Calle;3739;-6.365142;39.486583;39.485783;-6.366242;39.486227;-6.365742;Mejostilla
Andres Valiente Valiente;225.9;Calle;3743;-6.362542;39.488083;39.486683;-6.364642;39.487402;-6.363535;Mejostilla
Tomas Pulido Pulido;321.3;Calle;3318;-6.359742;39.494883;39.493683;-6.363242;39.494215;-6.36165;Mejostilla
Antonio De Nebrija;107.53;Calle;3844;-6.355642;39.493283;39.492183;-6.355742;39.492718;-6.355672;Mejostilla
Mar Del Norte;176.5;Calle;3206;-6.368342;39.452183;39.450883;-6.369642;39.451311;-6.369035;Charca Musia
Garcia De Paredes;181.07;Calle;206;-6.377242;39.476383;39.474983;-6.378442;39.47577;-6.377819;Casas Baratas
Salamanca;238.29;Calle;453;-6.376642;39.466583;39.464683;-6.378242;39.465571;-6.377354;Moctezuma
Dinamarca;162.87;Calle;3434;-6.379142;39.465383;39.464583;-6.380842;39.464964;-6.380015;Los Fratres
De Los Conquistadores;179.3;Paseo;2084;-6.390442;39.196583;39.195783;-6.392442;39.196169;-6.391504;Rincón de Ballesteros
Orellana;51;Calle;3581;-6.371042;39.473683;39.473283;-6.371542;39.473504;-6.371209;Ciudad Monumental
Evora;709.2;Calle;3637;-6.379442;39.458983;39.452683;-6.381142;39.4557;-6.380269;San Antonio (Nuevo Cáceres)
De Las Lavanderas;188.92;Avda;3929;-6.376242;39.480283;39.480083;-6.378542;39.480167;-6.377445;Aguas Vivas
Alfonso Diaz De Bustamante;443.33;Avda;3611;-6.388042;39.474883;39.471983;-6.391642;39.473441;-6.389612;R-66-B (Parque del Príncipe)
Pedro Caba;136.99;Calle;3376;-6.397542;39.474183;39.472883;-6.398342;39.473511;-6.397955;Los Castellanos
Hernando De Soto;184;Calle;3116;-6.347942;39.379283;39.377583;-6.348642;39.378492;-6.348382;Valdesalor
Bioy Casares;205.66;Calle;3457;-6.398342;39.470583;39.468783;-6.399242;39.469756;-6.398816;Los Castellanos
Llanos De Caceres;550.39;Calle;3767;-6.383642;39.445783;39.443883;-6.389442;39.445057;-6.386513;La Cañada
Campofrio;270.99;Calle;3941;-6.369142;39.489683;39.488983;-6.371742;39.48953;-6.370407;Montesol
Beltran;257.24;Calle;3940;-6.369242;39.488683;39.488383;-6.372342;39.4885;-6.370667;Montesol
Caceres El Viejo;172.48;Calle;3934;-6.368542;39.487383;39.487183;-6.370642;39.487296;-6.36962;Montesol
Castra Servilia;172.5;Calle;3944;-6.368642;39.486883;39.486683;-6.370742;39.48682;-6.369661;Montesol
Castra Caecilia;173.14;Calle;3943;-6.368642;39.486483;39.486283;-6.370742;39.486342;-6.369656;Montesol
Cordel De Merinas;843.6;Avda;3930;-6.368942;39.489083;39.482783;-6.372642;39.485381;-6.372552;Montesol
Fuente Regajos;176.12;Avda;3931;-6.369142;39.489483;39.487783;-6.369342;39.488568;-6.369269;Montesol
Cerro Del Royo;133.03;Calle;3937;-6.367742;39.485183;39.484183;-6.368842;39.484735;-6.368298;Montesol
Alcor Del Roble;1272.87;Calle;3750;-6.381742;39.422783;39.417783;-6.386442;39.418509;-6.38495;Ceres Golf
Alcor De Santa Ana Y Don Juan;462.43;Calle;3751;-6.383942;39.422783;39.418783;-6.385542;39.420835;-6.384631;Ceres Golf
Cerro De Los Romanos;276.32;Calle;3753;-6.382342;39.421483;39.420783;-6.385542;39.421107;-6.383924;Ceres Golf
La Esmeralda;142.77;Calle;3748;-6.374742;39.431683;39.430883;-6.376242;39.431257;-6.3754;Ceres Golf
La Aldihuela;269.98;Calle;3749;-6.374342;39.431083;39.429683;-6.377042;39.430327;-6.375702;Ceres Golf
El Calerizo;1735.5;Avda;3747;-6.372442;39.434183;39.421983;-6.377542;39.427796;-6.374543;Ceres Golf
El Pradillo;633.18;Calle;3828;-6.381742;39.422883;39.420283;-6.386242;39.422703;-6.38599;Ceres Golf
Acuario;662.24;Calle;3389;-6.392742;39.476483;39.473083;-6.398242;39.474518;-6.395849;R-66-A (El Arco)
Rio Vistula;245.04;Calle;3372;-6.389142;39.452583;39.451783;-6.391642;39.452288;-6.390403;La Abundancia
Gloria Fuertes;94.4;Calle;3761;-6.399242;39.469383;39.468483;-6.399742;39.46895;-6.39945;Los Castellanos
Peña Redonda;195.41;Calle;370;-6.374842;39.477983;39.476683;-6.376742;39.477363;-6.375737;Peña Redonda
Los Barruecos;73.71;Calle;3769;-6.388942;39.444683;39.443983;-6.389442;39.444369;-6.389165;La Cañada
Rafael Lucenqui Martinez;395.78;Calle;3737;-6.365242;39.485883;39.483483;-6.368742;39.484465;-6.366738;Mejostilla
Lusitania;112.96;Calle;288;-6.377242;39.477083;39.476283;-6.378342;39.47666;-6.377739;Casas Baratas
Padre Nicanor;140.8;Calle;3971;-6.402442;39.472983;39.471883;-6.403642;39.472398;-6.402983;Macondo
"Francisco ""el Hombre""";150.62;Calle;3972;-6.403442;39.472383;39.471283;-6.404742;39.471865;-6.404096;Macondo
Jose Arcadio Buendia;333.74;Calle;3959;-6.400442;39.471383;39.469883;-6.403542;39.470167000000004;-6.402288;Macondo
Coronel Aureliano Buendia;429.7;Calle;3962;-6.400142;39.470783;39.468983;-6.404542;39.469586;-6.40289;Macondo
Paraiso Terrenal;165.79;Calle;3973;-6.404442;39.471883;39.470683;-6.405842;39.471284;-6.405129;Macondo
Doctor Alirio Noguera;663.33;Calle;3961;-6.400242;39.471283;39.468283;-6.406742;39.469417;-6.404222;Macondo
Cien Años De Soledad;462.97;Calle;3966;-6.401242;39.472783;39.470083;-6.405542;39.471443;-6.403344;Macondo
Aureliano Segundo;328.42;Calle;3970;-6.403542;39.472983;39.471183;-6.406742;39.4722;-6.40499;Macondo
Madame Curie;94.12;Calle;3978;-6.374242;39.482283;39.481483;-6.374842;39.481895;-6.374555;Infanta Isabel
Teresa De Calcuta;94.12;Calle;3979;-6.373442;39.481983;39.481183;-6.374042;39.481623;-6.373716;Infanta Isabel
Agustina De Aragon;420.66;Calle;3975;-6.371142;39.481883;39.480283;-6.375542;39.481032;-6.37346;Infanta Isabel
De La Mesta;204.07;Calle;3986;-6.371842;39.452283;39.451483;-6.374142;39.451852;-6.373058;Casa Plata
De La Trashumancia;751.19;Calle;3990;-6.371742;39.453583;39.447283;-6.375342;39.450494;-6.373539;Casa Plata
Torre De Floripes;386.65;Calle;3988;-6.370742;39.450283;39.448783;-6.374942;39.449568;-6.372842;Casa Plata
Camino Mozarabe;763.05;Calle;3985;-6.370542;39.453883;39.447483;-6.374242;39.450602;-6.37235;Casa Plata
Residencial San Francisco;210.89;Calle;3498;-6.367842;39.470083;39.468883;-6.369042;39.46937;-6.368075;San Francisco
Hortelanos;342.21;Calle;248;-6.364442;39.481883;39.479483;-6.366842;39.480845;-6.365608;Huertas
Aldeanueva Del Camino;204.06;Calle;4050;-6.372242;39.452983;39.452183;-6.374542;39.452546;-6.373439;Casa Plata
Granadilla;204.07;Calle;4054;-6.371542;39.451583;39.450783;-6.373742;39.451186;-6.372676;Casa Plata
Galisteo;386.52;Calle;4053;-6.371142;39.450983;39.449483;-6.375342;39.450406;-6.372857;Casa Plata
Grimaldo;204.07;Calle;4055;-6.370342;39.449583;39.448783;-6.372642;39.449197;-6.371554;Casa Plata
Cañaveral;204.07;Calle;4052;-6.370042;39.449083;39.448183;-6.372342;39.448613;-6.371216;Casa Plata
Valdesalor;204.07;Calle;4056;-6.369742;39.448483;39.447583;-6.371942;39.448028;-6.370843;Casa Plata
De Maltravieso;717.35;Avda;4057;-6.368542;39.456783;39.454683;-6.376142;39.455381;-6.371728;Maltravieso
Cueva Del Conejar;593.28;Calle;4058;-6.371542;39.457083;39.453483;-6.375342;39.454779;-6.371786;Casa Plata
Cueva De Santa Ana;322.19;Calle;4059;-6.373042;39.456683;39.453983;-6.374842;39.455302;-6.374218;Maltravieso
Cueva De La Becerra;331.84;Calle;4060;-6.375242;39.456283;39.453483;-6.376842;39.455033;-6.376274;Maltravieso
Cueva De Gargas;187.81;Calle;4061;-6.373242;39.456783;39.455083;-6.374142;39.455923;-6.373788;Maltravieso
Cueva De Altamira;331.48;Calle;4063;-6.374142;39.456483;39.453783;-6.375842;39.455137;-6.375294;Maltravieso
Angel Sanchez Rodrigo;144.41;Calle;3948;-6.349442;39.475083;39.474883;-6.351242;39.474985;-6.350357;Residencial Universidad
Lucas De Burgos;164.78;Calle;3742;-6.362342;39.487083;39.486083;-6.363942;39.486583;-6.363171;Mejostilla
Madre Isabel Larrañaga;269.14;Calle;3928;-6.373542;39.466883;39.465483;-6.375242;39.466281;-6.373712;El Rodeo
Frey Nicolas De Ovando;80.34;Calle;3951;-6.372542;39.463983;39.463483;-6.373442;39.463733;-6.372971;El Rodeo
Arroyo De La Madre;65.66;Calle;3946;-6.368442;39.488683;39.488483;-6.369342;39.488577;-6.368874;Montesol
Fuente Fria;283.07;Calle;194;-6.365842;39.468983;39.468483;-6.368842;39.468567;-6.367245;San Francisco
Enrique Perez Comendador;358.57;Avda;3412;-6.365942;39.483983;39.482183;-6.368942;39.483012;-6.367026;San Jorge
De Extremadura;388.84;Avda;3610;-6.366742;39.484483;39.481683;-6.369342;39.483362;-6.368117;Montesol
Cano De Saavedra;113.95;Calle;101;-6.377042;39.477283;39.476483;-6.378142;39.47688;-6.37751;Casas Baratas
Jean Henry Dunant;77.84;Calle;3413;-6.367142;39.482283;39.481683;-6.367942;39.482016;-6.367563;San Jorge
Pluton;28.54;Calle;4031;-6.366942;39.474083;39.473883;-6.367242;39.473988;-6.367111;San Marquino
Cerro De Los Pinos;358.37;Calle;3655;-6.391642;39.455983;39.454783;-6.392842;39.455325;-6.392439;La Paloma
Carlos V;67.28;Calle;107;-6.377342;39.476083;39.475683;-6.378142;39.475885;-6.377722;Casas Baratas
Juan Pablo Ii;1811.47;Avda;4018;-6.379442;39.461183;39.445483;-6.384642;39.4536;-6.383451;Industrial Aldea Moret
Villalobos;235.32;Calle;533;-6.367142;39.477283;39.475683;-6.369142;39.476461;-6.368122;Santiago
